animeTitle	Aa! Megami-sama!: Sorezore no Tsubasa
animeType	TV
animeNumEpisode	22
releaseDate	2006-04-07 00:00:00
endDate	2006-09-15 00:00:00
animeNumMembers	60660
animeScore	7.57
animeUsers	32236
animeRank	1400
animePopularity	2241
animeDescription	"One year after goddess Belldandy emerged from Keiichi Morisato's mirror and promised to stay with him forever, a new threat to their happiness emerges, one that could end the contract between Belldandy and Keiichi. 
"
animeRelated	['Aa! Megami-sama!', 'Aa! Megami-sama! (TV)', 'Aa! Megami-sama!: Sorezore no Tsubasa Specials']
animeCharacters	['Belldandy', 'Urd', 'Morisato, Keiichi', 'Skuld', 'Lind', 'Peorth', 'Hild', 'Marller', 'Morisato, Megumi', 'Mishima, Sayoko']
animeVoices	['Inoue, Kikuko', 'Touma, Yumi', 'Kikuchi, Masami', 'Hisakawa, Aya', 'Itou, Miki', 'Sakuma, Rei', 'Takashima, Gara', 'Takano, Urara', 'Fuchizaki, Yuriko', 'Noto, Mamiko']
animeStaff	[['Gouda, Hiroaki', 'Director, Series Composition'], ['Iwanami, Yoshikazu', 'Sound Director'], ['Nishouji, Yoshihito', 'Episode Director'], ['Kimura, Ryuuichi', 'Episode Director, Storyboard']]
