animeTitle	Fushigi no Umi no Nadia: Original Movie
animeType	Movie
animeNumEpisode	1
releaseDate	1991-06-29 00:00:00
endDate	
animeNumMembers	
animeScore	5.34
animeUsers	2317
animeRank	
animePopularity	6237
animeDescription	"Three years after the defeat of Gargoyle and Neo-Atlantis, a new threat has surfaced bent on bringing the world under his control. Geiger, using advanced robot technology, is attempting to begin a world war, and take control of the devistated world after the destruction has stopped. Once again, Nadia and Jean must fight to save the world, only this time from itself. 

(Source: ANN)"
animeRelated	['Fushigi no Umi no Nadia']
animeCharacters	['la Arwall, Nadia', 'Roque Lartigue, Jean', 'Fuzzy', 'Nemo', 'Sanson', 'Gargoyle', 'Granva, Grandis', 'Electra, Medina La Lugensius', 'Hanson', 'Carlsberg, Marie en']
animeVoices	['Takamori, Yoshino', 'Hidaka, Noriko', 'Ito, Tsukasa', 'Ootsuka, Akio', 'Horiuchi, Kenyuu', 'Kiyokawa, Motomu', 'Takizawa, Kumiko', 'Inoue, Kikuko', 'Sakurai, Toshiharu', 'Mizutani, Yuuko']
animeStaff	[['Campbell, Charles', 'Producer, Recording Engineer, ADR Director'], ['Shimizu, Katsunori', 'Sound Director'], ['Masuo, Shouichi', 'Storyboard'], ['Sagisu, Shirou', 'Music']]
