animeTitle	b'Dance Dance Danseur'
animeType	b'TV'
animeNumEpisode	Unknown
releaseDate	
endDate	
animeNumMembers	
animeScore	
animeUsers	
animeRank	
animePopularity	
animeDescription	"b""Junpei is happily snoozing away during his sister's ballet recital when a male ballet dancer steps onto the stage. Moved by the strength and skills the dancer displays, the boy discovers his love for this art.\n\nBut after a certain tragedy happens, he vows to leave his past behind and turn into the epitome of manliness! What will he do when his love for ballet reignites?! \n\n(Source: MU)"""
animeRelated	[b'Dance Dance Danseur']
animeCharacters	[]
animeVoices	[]
animeStaff	[]
