animeTitle	Lime-iro Senkitan: Nankoku Yume Roman
animeType	OVA
animeNumEpisode	2
releaseDate	
endDate	
animeNumMembers	
animeScore	6.16
animeUsers	957
animeRank	
animePopularity	8404
animeDescription	"After battle in first season battleship Amanohara was serious damaged and need to repair. It land on island where a Gogyou festival just begin. Umakai Shintaro and his five girls student who know as Raimu Unit begin enjoy a peace time in that island. But the enemy still follow them around. How Umakai Shintaro and his five girls student fight against the enemy. Still his five girls student begin try to draw his attention into them.

(Source: ANN)"
animeRelated	['Lime-iro Senkitan', 'Lime-iro Ryuukitan X']
animeCharacters	['Umakai, Shintaro', 'Sanada, Momen', 'Honda, Sarasa', 'Kuroda, Rinzu', 'Fukushima, Kinu', 'Kuki', 'Katou, Asa']
animeVoices	['Miki, Shinichiro', 'Shimizu, Ai', 'Otomiya, Tsubasa', 'Aimoto, Yuka', 'Aoki, Sayaka', 'Sasajima, Kaoru']
animeStaff	[['Satomi, Tetsurou', 'Producer'], ['Koyasu, Hideaki', 'Script'], ['ELF Corporation', 'Original Creator'], ['Kouno, Jirou', 'Art Director']]
