animeTitle	Towa no Quon 1: Utakata no Kaben
animeType	Movie
animeNumEpisode	1
releaseDate	2011-06-18 00:00:00
endDate	
animeNumMembers	69084
animeScore	7.33
animeUsers	23840
animeRank	2255
animePopularity	2072
animeDescription	"This story follows a boy named Quon and his friends, who are ""Attractors."" Attractors are human beings who have awakened and have supernatural powers. Quon is determined to save them all. But a secret organization is hunting them..."
animeRelated	['Towa no Quon', 'Towa no Quon 2: Konton no Ranbu']
animeCharacters	['Mitsuchi, Quon', 'Kazami, Shun', 'Asuka, Hizuru', 'Akatsuki, Yuriko', 'Jougasaki, Kiri', 'Miu', 'Ryumonji, Tei', 'Kamishiro, Genji', 'Ryou', 'Takao']
animeVoices	['Kamiya, Hiroshi', 'Toriumi, Kousuke', 'Kotobuki, Minako', 'Shiraishi, Ryouko', 'Hayami, Saori', 'Omigawa, Chiaki', 'Nazuka, Kaori', 'Miki, Shinichiro', 'Suzuki, Tatsuhisa', 'Irino, Miyu']
animeStaff	[['Matsuura, Hiroaki', 'Producer'], ['Iida, Umanosuke', 'Director'], ['Mori, Takeshi', 'Director, Storyboard'], ['Wakabayashi, Kazuhiro', 'Sound Director']]
