animeTitle	b'Touken Ranbu: Hanamaru'
animeType	b'TV'
animeNumEpisode	12
releaseDate	
endDate	
animeNumMembers	
animeScore	6.82
animeUsers	15612
animeRank	
animePopularity	
animeDescription	"b""In the year 2205, a special sage known as Saniwa has the ability to breathe life into inanimate objects. At the same time, dark forces have initiated a plot to travel back in time and change the course of history\xe2\x80\x94and the only ones capable of stopping them are the Saniwa and their strongest animations: historical Japanese swords, in the form of handsome young men.\n\nTouken Ranbu: Hanamaru opens on the life of Yamatonokami Yasusada, Souji Okita's beloved uchigatana, as he begins his first day at the Saniwa's citadel. Soon reuniting with his old friend, Kashuu Kiyomitsu, the two are caught up in the daily antics of their fellow sword warriors. They never miss an opportunity to have fun, whether it be through wild snowball fights or introducing their newest comrades to the citadel. Of course, when the government calls, the swords are always ready to fulfill their mission of protecting history.\n\n[Written by MAL Rewrite]"""
animeRelated	[b'Touken Ranbu: Hanamaru', b'Katsugeki/Touken Ranbu', b'Zoku Touken Ranbu: Hanamaru', b'Touken Ranbu: Hanamaru - Makuai Kaisouroku']
animeCharacters	[b'Kashuu Kiyomitsu', b'Yamatonokami Yasusada', b'Munechika, Mikazuki', b'Kuninaga, Tsurumaru', b'Kanesada, Izuminokami', b'Mitsutada, Shokudaikiri', b'Kunihiro, Yamanbagiri', b'Kogitsunemaru', b'Yoshiyuki, Mutsunokami', b'Toushirou, Yagen']
animeVoices	[b'\nMasuda, Toshiki\nJapanese\n', b'\nIchiki, Mitsuhiro\nJapanese\n', b'\nToriumi, Kousuke\nJapanese\n', b'\nSaitou, Souma\nJapanese\n', b'\nKimura, Ryouhei\nJapanese\n', b'\nSatou, Takuya\nJapanese\n', b'\nMaeno, Tomoaki\nJapanese\n', b'\nKondou, Takashi\nJapanese\n', b'\nHama, Kento\nJapanese\n', b'\nYamashita, Seiichirou\nJapanese\n']
animeStaff	[b'\n\n\n\n\n\n', b'\nUsa, Yoshiki\n\nProducer\n\n', b'\nNaoya, Takashi\n\nDirector\n\n', b'\nGou, Fumiyuki\n\nSound Director\n\n', b'\nSugiura, Pierre\n\nScript, Series Composition\n\n']
