animeTitle	City Hunter: The Secret Service
animeType	Special
animeNumEpisode	1
releaseDate	1996-01-05 00:00:00
endDate	
animeNumMembers	6806
animeScore	7.42
animeUsers	2686
animeRank	1889
animePopularity	6185
animeDescription	James McGuire has a dream. He wants to become the president of Guinam and free his people from the military rulers who have been in power up until now. However, one thing stands in McGuire's way: his past. And it's beginning to catch up with him, endangering not only his career, but the life of his long lost daughter. McGuire hires the City Hunter, Ryo Saeba and his partner Kaori to protect his daughter Anna, who herself is a Secret Service agent assigned to bodyguard the presidential hopeful.
animeRelated	"['City Hunter: The Secret Service', ""City Hunter '91"", 'City Hunter: Goodbye My Sweetheart']"
animeCharacters	['Saeba, Ryou', 'Makimura, Kaori', 'Nogami, Saeko', 'Ijuuin, Hayato', 'Makimura, Hideyuki', 'Miki', 'McGuire, James', 'Martinez, Rosa', 'Hikage', 'Shinjo, Anna']
animeVoices	['Kamiya, Akira', 'Ikura, Kazue', 'Ichiryuusai, Harumi', 'Genda, Tesshou', 'Koyama, Mami', 'Ootsuka, Akio', 'Toda, Keiko', 'Ichikawa, Osamu', 'Amano, Yuri']
animeStaff	[['Campbell, Charles', 'Producer, ADR Director, Recording Engineer'], ['Kodama, Kenji', 'Director, Screenplay'], ['Urakami, Yasuo', 'Sound Director'], ['Nakazaki, Hideya', 'Theme Song Composition']]
