animeTitle	b'Uchuu Hikoushi no Uta'
animeType	Music
animeNumEpisode	1
releaseDate	
endDate	
animeNumMembers	
animeScore	5.64
animeUsers	296
animeRank	
animePopularity	
animeDescription	"b""A girl dreams that she is an astronaut and her friend is a farmer. While describing the wonders of space, she recalls the smell of her friend's tomatoes and lettuce.\n\nThis Minna no Uta song is sung by Sakamoto Maaya for the NHK program."""
animeRelated	[]
animeCharacters	[]
animeVoices	[]
animeStaff	[]
