animeTitle	Kidou Keisatsu Patlabor: New OVA
animeType	OVA
animeNumEpisode	16
releaseDate	1990-11-22 00:00:00
endDate	1992-04-23 00:00:00
animeNumMembers	
animeScore	7.56
animeUsers	2924
animeRank	
animePopularity	5676
animeDescription	"Special Vehicles Division 2 is back on duty, along with their Ingram Patrol Labor (Patlabor) robots. Using their courage as well as the Ingrams, Captain Goto's motley crew of officers battle crime in Tokyo city. They also deal with their personal lives, as well as the supernatural. 

(Source: ANN)"
animeRelated	['Kidou Keisatsu Patlabor: On Television', 'Kidou Keisatsu Patlabor: Reboot']
animeCharacters	['Izumi, Noa', 'Shinohara, Asuma', 'Oota, Isao', 'Sakaki, Seitarou', 'Shinshi, Mikiyasu', 'Gotou, Kiichi', 'Clancy, Kanuka', 'Nagumo, Shinobu', 'Yamazaki, Hiromi', 'Shiba, Shigeo']
animeVoices	['Tominaga, Miina', 'Furukawa, Toshio', 'Ikemizu, Michihiro', 'Saka, Osamu', 'Futamata, Issei', 'Oobayashi, Ryuusuke', 'Inoue, You', 'Sakakibara, Yoshiko', 'Gouri, Daisuke', 'Chiba, Shigeru']
animeStaff	[['Yoshinaga, Naoyuki', 'Director, Storyboard'], ['Harada, Nana', 'Episode Director'], ['Oshii, Mamoru', 'Script, Original Creator'], ['Yokote, Michiko', 'Script']]
