animeTitle	Flicker Love No.1
animeType	Movie
animeNumEpisode	1
releaseDate	1971-01-01 00:00:00
endDate	
animeNumMembers	
animeScore	
animeUsers	
animeRank	
animePopularity	16189
animeDescription	"After seeing Velvet Underground perform in Andy Warhol’s Exploding Plastic Inevitables in New York, Tanaami became interested stroboscopic effects. This flicker film was conceived as the first of many but this was the only one that was realized.

(Source: Collaborative Cataloging Japan)"
animeRelated	[]
animeCharacters	[]
animeVoices	[]
animeStaff	[]
