animeTitle	Phi Brain: Kami no Puzzle - Orpheus Order-hen
animeType	TV
animeNumEpisode	25
releaseDate	2012-04-08 00:00:00
endDate	2012-09-23 00:00:00
animeNumMembers	
animeScore	7.28
animeUsers	19334
animeRank	
animePopularity	2642
animeDescription	"The puzzles get tougher and even more deadly as Kaito Daimon continues his battle against the power hungry Givers of the POG. And with one team member already switching sides, will Kaito have what it takes to keep solving the deadly puzzle traps put before him and reach the fabled Puzzle of God? More importantly, will he be able to solve the puzzles AND maintain his sanity? 

(Source: Sentai Filmworks) "
animeRelated	['Phi Brain: Kami no Puzzle', 'Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen', 'Now or Never']
animeCharacters	['Daimon, Kaito', 'Gram, Ana', 'Sakanoue, Gammon', 'Freecell', 'Itou, Nonoha', 'Galois, Cubik', 'Crossfield, Rook Banjou', 'Jikukawa, Souji', 'Melancholy', 'No']
animeVoices	['Saitou, Chiwa', 'Yukino, Satsuki', 'Fukuyama, Jun', 'Kamiya, Hiroshi', 'Shimizu, Kaori', 'Miyata, Kouki', 'Sakurai, Takahiro', 'Ishida, Akira', 'Saitou, Momoko', 'Abe, Atsushi']
animeStaff	[['Endou, Hirotaka', 'Director'], ['Tsuruoka, Youta', 'Sound Director'], ['Andou, Ken', 'Episode Director'], ['Shigeta, Atsushi', 'Episode Director, Storyboard, Key Animation, Principle Drawing, Animation Director']]
