animeTitle	Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu
animeType	OVA
animeNumEpisode	1
releaseDate	
endDate	
animeNumMembers	
animeScore	7.46
animeUsers	52292
animeRank	
animePopularity	1659
animeDescription	An unaired OVA episode of Kore wa Zombie Desu ka? of the Dead. It is the 11th episode and was bundled with the sixth volume of the manga. 
animeRelated	['Kore wa Zombie Desu ka? of the Dead']
animeCharacters	['Hellscythe, Eucliwood', 'Aikawa, Ayumu', 'Seraphim', 'Haruna', 'Yoshida, Yuki', 'Sarasvati', 'Hiramatsu, Taeko', 'Orito', 'Mihara, Kanami']
animeVoices	['Kobayashi, Yuu', 'Majima, Junji', 'Hikasa, Youko', 'Nomizu, Iori', 'Kanemoto, Hisako', 'Kitaoka, Chiharu', 'Yamaguchi, Rie', 'Yoshino, Hiroyuki', 'Mina']
animeStaff	[['Iwanami, Yoshikazu', 'Sound Director'], ['Nomizu, Iori', 'Theme Song Performance'], ['Yamaguchi, Rie', 'Theme Song Performance'], ['Fukunaga, Gen', 'Executive Producer']]
