animeTitle	b'Akuma no Kimuraa-hen'
animeType	b'Special'
animeNumEpisode	Unknown
releaseDate	
endDate	
animeNumMembers	
animeScore	6.55
animeUsers	583
animeRank	
animePopularity	
animeDescription	"b'A cup noodle commercials where [Kuro] Hiyoko-chan, the mascot of the ""Chikin Ramen"" line from Nissin, uses black magic to summon devil powers to turn into [Kuro] Hiyoko Akuma. This year marked the 60th anniversary of instant noodles\' invention.\n'"
animeRelated	[b'Samurai Noodles: The Originator', b'Nissin no Donbei x Kemono Friends', b'Yinhun x He Wei Dao', b'Chikin Ramen x Gudetama']
animeCharacters	[]
animeVoices	[]
animeStaff	[]
