animeTitle	Glass no Kantai: La Legende du Vent de l'Univers
animeType	TV
animeNumEpisode	24
releaseDate	2006-04-04 00:00:00
endDate	2006-09-21 00:00:00
animeNumMembers	10949
animeScore	6.57
animeUsers	2973
animeRank	5767
animePopularity	5118
animeDescription	"The People's Army led by Michel stands against Vetti's newly founded empire. Upon seeing how strong the Glass Battleship is, Michel tries to get Cleo, the captain of the Glass Battleship, to help People's Army overthrow Vetti's empire. And together they fight against Vetti's empire.

(Source: ANN)"
animeRelated	"[""Glass no Kantai: La Legende du Vent de l'Univers Specials""]"
animeCharacters	['Lunard Sforza de Roselait, Vetti', 'Aiolos Corbeille de Veil, Cleo', 'Volban de Cabelle, Michel', 'Fitzlard Deon de Lac, Ralph', 'Guilty', 'Jil', 'Elvia', 'Hizack', 'Gorna', 'Barratt']
animeVoices	['Ishida, Akira', 'Park, Romi', 'Kaida, Yuuko', 'Kugimiya, Rie', 'Uemura, Takako', 'Sakurai, Takahiro', 'Yamaguchi, Tarou', 'Sugou, Takayuki', 'Kashii, Shouto']
animeStaff	[['Sabat, Christopher', 'Producer, ADR Director'], ['Cook, Justin', 'Producer'], ['Harp, Clarine', 'Producer'], ['Oohara, Minoru', 'Director']]
