animeTitle	b'Kaitou Tenshi Twin Angel: Kyun Kyun\xe2\x98\x86Tokimeki Paradise!! OVA'
animeType	b'OVA'
animeNumEpisode	2
releaseDate	
endDate	
animeNumMembers	
animeScore	5.99
animeUsers	266
animeRank	
animePopularity	
animeDescription	b'The OVA will be pre-sold during the Comiket 87 starting on December 28, 2014, regular retail distribution of the limited edition package will start on January 30, 2015.'
animeRelated	[b'Kaitou Tenshi Twin Angel', b'Kaitou Tenshi Twin Angel: Kyun Kyun\xe2\x98\x86Tokimeki Paradise!!', b'Twin Angel Break']
animeCharacters	[b'Minazuki, Haruka', b'Hazuki, Kurumi', b'Kannazuki, Aoi', b'Saijou, Joshi', b'Tomochi, Nyan', b'Violet, Tesla', b'Salome', b'Nagatsuki, Heinojou', b'Kondou, Satsuki', b'Shinmon, Yayoi']
animeVoices	[b'\nTamura, Yukari\nJapanese\n', b'\nKugimiya, Rie\nJapanese\n', b'\nNoto, Mamiko\nJapanese\n', b'\nAsakawa, Yuu\nJapanese\n', b'\nGotou, Saori\nJapanese\n', b'\nHorie, Yui\nJapanese\n', b'\nShintani, Ryouko\nJapanese\n', b'\nKiyokawa, Motomu\nJapanese\n', b'\nAsano, Masumi\nJapanese\n', b'\nMinegishi, Yukari\nJapanese\n']
animeStaff	[b'\n\n\n\n\n\n', b'\nIwasaki, Yoshiaki\n\nDirector\n\n', b'\nAketagawa, Jin\n\nSound Director\n\n', b'\nKugimiya, Rie\n\nTheme Song Performance\n\n', b'\nMitsumune, Shinkichi\n\nMusic\n\n']
