animeTitle	Battle Spirits: Burning Soul
animeType	TV
animeNumEpisode	51
releaseDate	2015-04-01 00:00:00
endDate	2016-03-30 00:00:00
animeNumMembers	
animeScore	6.68
animeUsers	958
animeRank	
animePopularity	8026
animeDescription	"In the near future, a battle card game called ""Battle Spirits"" has gained enormous popularity. Players of the game—known as ""Battlers""—start duelings everywhere using their color-coded cards with different attributes, creating a ""Sengoku (Warring States) period"" for the game.

(Source: ANN)"
animeRelated	['Saikyou Ginga Ultimate Zero: Battle Spirits', 'Battle Spirits: Double Drive']
animeCharacters	['Rekka, Yukimura', 'Kuroda, Kanna', 'Akatsuki, Sasuke', 'Gunjou, Souun', 'Hyakki, Hanzou', 'Homura, Toshiie', 'Shirogane, Kenshin', 'Takuma', 'Akai, Nagayori', 'Midoriyama, Okuni']
animeVoices	['Yamashita, Seiichirou', 'Yamashita, Nanami', 'Kanada, Aki', 'Shindou, Kei', 'Majima, Junji', 'Arai, Ryouhei', 'Kondou, Takashi', 'Makiguchi, Mayuki', 'Sakaguchi, Shuuhei', 'Oomori, Nichika']
animeStaff	[['Sugishima, Kunihisa', 'Director'], ['Andou, Ryou', 'Episode Director'], ['Itou, Tatsufumi', 'Episode Director, Storyboard'], ['Sasaki, Sayaka', 'Theme Song Performance, Theme Song Lyrics']]
