animeTitle	Hokuto no Ken: Yuria-den
animeType	OVA
animeNumEpisode	1
releaseDate	2007-02-23 00:00:00
endDate	
animeNumMembers	7540
animeScore	7.11
animeUsers	3311
animeRank	3321
animePopularity	5945
animeDescription	"The second part of the new Hokuto no Ken pentalogy. The story of this OVA centers around Yuria.

(Source: Wikipedia)"
animeRelated	['Hokuto no Ken', 'Hokuto no Ken: Raoh Gaiden Junai-hen', 'Hokuto no Ken: Raoh Gaiden Gekitou-hen']
animeCharacters	['Kenshirou', 'Yuria', 'Raou', 'Rei', 'Toki', 'Jagi', 'Souther', 'Shin', 'Fudou', 'Ryuga']
animeVoices	['Gibu, Yuko', 'Ishida, Yuriko', 'Kawamoto, Kunihiro', 'Miki, Shinichiro', 'Horiuchi, Kenyuu', 'Ootsuka, Akio', 'Kirimoto, Takuya', 'Gouri, Daisuke', 'Sakaguchi, Daisuke']
animeStaff	[['Ueda, Hidehito', 'Director, Episode Director, Storyboard'], ['Koyama, Satoru', 'Sound Director'], ['Kajiura, Yuki', 'Music'], ['Buronson', 'Original Creator']]
