animeTitle	b'Hellsing: The Dawn'
animeType	b'Special'
animeNumEpisode	3
releaseDate	
endDate	
animeNumMembers	
animeScore	7.17
animeUsers	35297
animeRank	
animePopularity	
animeDescription	"b""During the height of World War II, Nazi Germany seeks to strengthen their soldiers with technology crafted under the influence of vampiric biology. Out of fear of this technology turning the tide of war in the Axis's favor, Sir Arthur Hellsing enlists his butler and soldier Walter C. Dornez and vampire Alucard to put a stop to the German plot, sending the two men into a conflict that will scar them both forever.\n\n[Written by MAL Rewrite]"""
animeRelated	[b'Hellsing: The Dawn', b'Hellsing Ultimate']
animeCharacters	[b'Alucard', b'Dornez, Walter C.', b'Major', b'Shousa', b'Murasaki', b'Doc', b'Irons, Hugh', b'Hellsing, Arthur']
animeVoices	[b'\nNakata, Jouji\nJapanese\n', b'\nPark, Romi\nJapanese\n', b'\nTobita, Nobuo\nJapanese\n', b'\nNaka, Hiroshi\nJapanese\n', b'\nSuwabe, Junichi\nJapanese\n', b'\nNamikawa, Daisuke\nJapanese\n']
animeStaff	[b'\n\n\n\n\n\n', b'\nHirano, Kouta\n\nOriginal Creator\n\n', b'\nMatsuo, Hayato\n\nMusic\n\n']
