animeTitle	b'Persona: Trinity Soul'
animeType	b'TV'
animeNumEpisode	26
releaseDate	
endDate	
animeNumMembers	
animeScore	6.55
animeUsers	21834
animeRank	
animePopularity	
animeDescription	"b'The stage is Ayanagi City, a city near the Japan Sea. It is a futuristic city that was built to carry out the recovery from the calamity caused by the ""Apathy Syndrome"" ten years previous. High school student Shin Kanzato with his little brother Jun, meet with their elder brother Ryou, who is the chief of the Ayanagi City Police, again after ten years. At that time, a series of strange incidents happen in Ayanagi City such as the crew of a submarine that suddenly disappears while in their submarine, or a spiritless symptom which disturbs the world after ten years, or the case of the inside out corpse where a student took on a cruel appearance. Ryou tracks down the organization behind the string of incidents, and having become involved in the incidents, Shin awakens the ""Persona.""\n\n(Source: Wikipedia)'"
animeRelated	[b'Persona: Trinity Soul - Novel', b'Persona 4 the Animation', b'Persona 5 the Animation', b'Persona 3 the Movie 1: Spring of Birth', b'Persona 2: Another Self']
animeCharacters	[b'Kanzato, Shin', b'Morimoto, Kanaru', b'Kanzato, Ryou', b'Kanzato, Jun', b'Sakakiba, Takurou', b'Kayano, Megumi', b'Sanada, Akihiko', b'Igor', b'Kanzato, Yuki', b'Komatsubara, Ayane']
animeVoices	[b'\nOkamoto, Nobuhiko\nJapanese\n', b'\nNakahara, Mai\nJapanese\n', b'\nKoyasu, Takehito\nJapanese\n', b'\nSawashiro, Miyuki\nJapanese\n', b'\nTasaka, Hideki\nJapanese\n', b'\nAsumi, Kana\nJapanese\n', b'\nMidorikawa, Hikaru\nJapanese\n', b'\nTanonaka, Isamu\nJapanese\n', b'\nNoto, Mamiko\nJapanese\n']
animeStaff	[b'\n\n\n\n\n\n', b'\nMatsumoto, Atsushi\n\nDirector\n\n', b'\nTakashima, Daisuke\n\nEpisode Director\n\n', b'\nMatsubayashi, Tadahito\n\nEpisode Director, Storyboard, Assistant Animation Director\n\n', b'\nHanyuu, Naoyasu\n\nEpisode Director\n\n']
