animeTitle	"b""Atashin'chi Movie"""
animeType	b'Movie'
animeNumEpisode	1
releaseDate	
endDate	
animeNumMembers	
animeScore	6.49
animeUsers	227
animeRank	
animePopularity	
animeDescription	b'In a stormy night, Mikan and Mom were stricken by lightning simultaneously and switched bodies. In the following days, while Mom enjoyed being a student again, Mikan had to fought with house chores. Meanwhile, Yuzuhiko and Dad were busy looking for a way to switch them back.\n\n(Source: ANN)'
animeRelated	"[b""Atashin'chi""]"
animeCharacters	[b'Tachibana, Mother']
animeVoices	[]
animeStaff	[b'\n\n\n\n\n\n', b'\nYasumi, Tetsuo\n\nDirector\n\n', b'\nMukouda, Takashi\n\nKey Animation\n\n', b'\nMasuda, Toshihiko\n\nKey Animation\n\n', b'\nMogi, Takuji\n\nKey Animation\n\n']
