animeTitle	b'Doraemon Movie 05: Nobita no Makai Daibouken'
animeType	b'Movie'
animeNumEpisode	1
releaseDate	
endDate	
animeNumMembers	
animeScore	7.17
animeUsers	2033
animeRank	
animePopularity	
animeDescription	b'Having dreamed of being in a world of magic, Nobita and Doraemon used the what-if-telephone-booth gadget to turn the world into one that is based on magic instead of science. Little did they know that demons exist and threaten this magical world.\n\n(Source: ANN)'
animeRelated	[b'Daichouhen Doraemon', b'Doraemon (1979)', b'Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai']
animeCharacters	[b'Doraemon', b'Nobi, Nobita', b'Minamoto, Shizuka', b'Honekawa, Suneo', b'Gouda, Takeshi', b'Dorami', b'Dekisugi, Hidetoshi', b'Mangetsu, Miyoko']
animeVoices	[b'\nOoyama, Nobuyo\nJapanese\n', b'\nOhara, Noriko\nJapanese\n', b'\nNomura, Michiko\nJapanese\n', b'\nKimotsuki, Kaneta\nJapanese\n', b'\nTatekabe, Kazuya\nJapanese\n', b'\nYokozawa, Keiko\nJapanese\n', b'\nShirakawa, Sumiko\nJapanese\n', b'\nKoyama, Mami\nJapanese\n']
animeStaff	[b'\n\n\n\n\n\n', b'\nUrakami, Yasuo\n\nSound Director\n\n', b'\nTakeda, Tetsuya\n\nTheme Song Lyrics\n\n', b'\nFujiko, Fujio F.\n\nOriginal Creator\n\n', b'\nKikuchi, Shunsuke\n\nMusic\n\n']
