animeTitle	Mahou Sensei Negima! Movie: Anime Final
animeType	Movie
animeNumEpisode	1
releaseDate	
endDate	
animeNumMembers	
animeScore	6.77
animeUsers	5898
animeRank	
animePopularity	4064
animeDescription	An animated feature film based on the Negima! Magister Negi Magi manga.
animeRelated	['Mahou Sensei Negima!', 'Mahou Sensei Negima! Volume 0', 'Mahou Sensei Negima!: Mou Hitotsu no Sekai', 'UQ Holder!: Mahou Sensei Negima! 2']
animeCharacters	['McDowell, Evangeline Athanasia Katherine', 'Springfield, Negi', 'Miyazaki, Nodoka', 'Sakurazaki, Setsuna', 'Kagurazaka, Asuna', 'Ayase, Yue', 'Hasegawa, Chisame', 'Konoe, Konoka', 'Karakuri, Chachamaru', 'Nagase, Kaede']
animeVoices	['Matsuoka, Yuki', 'Satou, Rina', 'Noto, Mamiko', 'Kobayashi, Yuu', 'Kanda, Akemi', 'Kuwatani, Natsuko', 'Shimura, Yumi', 'Nonaka, Ai', 'Watanabe, Akeno', 'Shiraishi, Ryouko']
animeStaff	[['Ooshima, Miku', 'Assistant Producer'], ['Shinbou, Akiyuki', 'Director'], ['Kimura, Nobukage', 'Episode Director'], ['Omata, Shinichi', 'Storyboard']]
